IssueKey,CommitId,CommitDate,ParentCount,IsMerge,IsRevert,IssueInSubject,ChangedFiles,ProductionJavaFiles,ProductionJavaPaths,Subject
STORM-130,8d5ac19aceac9cf1bbee0a2cef20ee67d570085b,2015-01-29T22:33:01-08:00,1,false,false,true,1,0,,STORM-130: Supervisor getting killed due to java.io.FileNotFoundException: File '../stormconf.ser' does not exist.
STORM-130,98f4e619d54052b73a309d23ab7214953e4c7774,2015-02-05T10:08:05-08:00,1,false,false,true,1,0,,STORM-130: Supervisor getting killed due to java.io.FileNotFoundException: File '../stormconf.ser' does not exist.
STORM-130,2712ee9b8a4912f74acf33fe1cef7195890ab4fc,2015-02-05T11:02:11-08:00,1,false,false,true,1,0,,STORM-130: Supervisor getting killed due to java.io.FileNotFoundException: File '../stormconf.ser' does not exist.
STORM-130,51e91f0ac2bbcdc7b7239f53082fbeeb32db721c,2015-02-23T10:31:58-06:00,2,true,false,true,1,0,,Merge branch 'STORM-130-V2' of https://github.com/harshach/incubator-storm into STORM-130
STORM-130,ffb1816a9eadbaea95746ec96d5771448ba6fd6d,2015-02-23T10:38:32-06:00,1,false,false,true,1,0,,Added STORM-130 to Changelog
STORM-130,a1e5893e1b94c224d39fedf11583b216c21351c8,2015-02-24T15:46:12-05:00,1,false,false,true,1,0,,update changelog for STORM-130
STORM-130,46b118a8d4f404d18babf706ec428131b558bd54,2015-05-28T17:40:22-04:00,1,false,false,true,2,0,,apply missing parts of fix for STORM-130
STORM-139,9b2fd72e90b962175e8610cf072f1aeb8164c527,2015-07-23T08:39:24+09:00,1,false,false,true,1,0,,add STORM-139 to CHANGELOG.md
STORM-139,ac0ae4aad496656e3c4e550c5dca1884e4e950c1,2015-08-04T15:20:41+09:00,1,false,false,false,1,0,,add backported issues to CHANGELOG.md
STORM-155,6eea872b52d6a926a0a90925abff783318b85626,2014-07-25T16:27:56-05:00,2,true,false,true,2,0,,Merge branch 'STORM-155' of https://github.com/iwasakims/incubator-storm into STORM-155
STORM-155,a6bf4c3ebd5e3211550c3634e7b0f85d9f6fadf0,2014-07-25T16:28:34-05:00,1,false,false,true,1,0,,Added STORM-155 to Changelog
STORM-156,3188c45457477b2f860db76bbf47ecc7d227f02b,2014-01-07T12:22:18-08:00,1,false,false,true,1,0,,STORM-156
STORM-183,cca35276d2b8e38f5a89c6ecc4e0ce7ef04a14c2,2014-06-16T14:06:05-07:00,1,false,false,true,2,0,,STORM-183: Replacing RunTime.halt() with RunTime.exit() with a special shutdown hook that allows 1 second for cleanup shutdown hooks and then sends kill -9 to process. Added shutdown hooks for supervisor and worker.
STORM-183,de8855d1dd6fbbfe431c33d49013a19881548732,2014-06-16T14:06:05-07:00,1,false,false,true,1,0,,STORM-183: Replacing RunTime.halt() with RunTime.exit() with a special shutdown hook that allows 1 second for cleanup shutdown hooks and then sends kill -9 to process. Added shutdown hooks for supervisor and worker.
STORM-183,f3646c42ff4bcbcf685357d31326e5a62ad241d4,2014-06-16T14:06:05-07:00,1,false,false,true,1,0,,STORM-183: Replacing RunTime.halt() with RunTime.exit() with a special shutdown hook that allows 1 second for cleanup shutdown hooks and then sends kill -9 to process. Added shutdown hooks for supervisor and worker.
STORM-183,c7550881325dab70b56919c56ad6218802c45e47,2014-06-25T08:50:10-05:00,2,true,false,true,9,0,,Merge branch 'STORM-183' of https://github.com/Parth-Brahmbhatt/incubator-storm into STORM-183
STORM-183,8f2e749333f5a3cd810349ce799c68bc22fd0c43,2014-06-25T08:57:41-05:00,1,false,false,true,2,0,,Added STORM-183 to CHANGELOG and README
STORM-186,15c489018c0cc7a32cc8e5c157232da4d1e26f2d,2014-02-19T00:22:01+08:00,1,false,false,true,3,0,,STORM-186 fix float secs to millis long convertion
STORM-186,7ed8879a1fdb27df6848bf2921f8cef89408f2ef,2014-02-20T12:49:45+08:00,1,false,false,true,1,0,,STORM-186 convert 1000 to long to avoid int overflow
STORM-186,8ab7806bcf384d0c2a1db54a2f5cd6aa27850201,2014-03-05T14:49:07-05:00,2,true,false,true,3,0,,Merge branch 'STORM-186' of https://github.com/xiaokang/incubator-storm
STORM-188,9a2c4129b145b901f320238ea36a282ff7f44d0c,2015-03-31T11:37:30-07:00,1,false,false,true,1,1,storm-core/src/jvm/backtype/storm/utils/Utils.java,STORM-188. Allow user to specifiy full configuration path when running storm command.
STORM-188,0c659c26369b376f30951f779882df2645a0bee0,2015-04-01T08:45:33-07:00,1,false,false,true,1,1,storm-core/src/jvm/backtype/storm/utils/Utils.java,STORM-188. Allow user to specifiy full configuration path when running storm command.
STORM-188,16c3b4f4c437770bea6f5992153c299024311499,2015-04-03T14:40:11-05:00,2,true,false,true,1,1,storm-core/src/jvm/backtype/storm/utils/Utils.java,Merge branch 'STORM-188' of https://github.com/harshach/incubator-storm into STORM-188
STORM-188,a5e60b3047244037627f8623a73be4ce466a7f46,2015-04-03T15:42:49-05:00,1,false,false,true,1,0,,Added STORM-188 to changelog
STORM-194,02b3efd71c453fd50ee4b95bf490753301ece101,2014-04-22T16:22:58Z,2,true,false,true,10,2,storm-core/src/jvm/backtype/storm/Config.java | storm-core/src/jvm/backtype/storm/ConfigValidation.java,"Merge branch 'd2r-worker-lancher-args' of https://github.com/d2r/incubator-storm STORM-194: Support list of strings in *.worker.childopts, handle spaces"
STORM-194,93612f5659b3f2ef176f9f46f470a081cdbaf239,2014-04-22T16:23:47Z,1,false,false,true,1,0,,Updated Changelog for STORM-194
STORM-195,2e97e3705798e7e4af86d2025336e37fe91f8610,2014-01-23T18:18:50+01:00,1,false,false,true,1,0,,STORM-195 - dependency-reduced-pom.xml should be in .gitignore
STORM-196,de46f7136f07d78946c7c5d16098dd56712ac8d4,2014-04-11T14:32:54Z,2,true,false,true,1,0,,"Merge branch 'fix-storm-shlex' of https://github.com/yerenkow/incubator-storm STORM-196: When JVM_OPTS are set, storm jar fails to detect storm.jar from environment"
STORM-196,6c1af3e5b0f78c8d947a731b4609afaff955950c,2014-04-11T14:33:54Z,1,false,false,true,1,0,,"Updated Changelog STORM-196: When JVM_OPTS are set, storm jar fails to detect storm.jar from environment"
STORM-203,aee1ebb5fdacc9635b5a7c7d02e089442b53f9ca,2016-10-13T21:51:58+01:00,1,false,false,true,1,0,,STORM-203 Adding /usr/lib64 and /usr/lib/x86_64-linux-gnu to default java library path
STORM-203,a3799d45e7e8dc0f22f20709dfed08d03f5d4cc9,2016-10-18T00:24:02+01:00,1,false,false,true,1,0,,STORM-203 Removing /usr/lib/x86_64-linux-gnu from default java library path as it is Debian specific
STORM-203,b0b7ea95bb127dbfd07bb77b746d45374eef4768,2016-11-03T11:33:16-05:00,2,true,false,true,1,0,,Merge branch 'master' of https://github.com/picadoh/storm into STORM-203
STORM-203,e5e06408de03bf21e6cf8bc2441198dce504b250,2016-11-03T11:34:35-05:00,1,false,false,true,1,0,,Added STORM-203 to Changelog
STORM-214,bd4ee0e7c606654624c698328b53633489429b37,2014-04-16T14:11:14-07:00,1,false,false,true,2,0,,STORM-214. Windows: storm.cmd does not properly handle multiple -c arguments.
STORM-214,b612a867532a37b64603ff6178129fc54f84a21c,2014-05-07T11:19:54-04:00,1,false,false,true,1,0,,STORM-214: update changelog
STORM-238,c868aca4813511a5addcdd0e9e043b5c3e4036c6,2014-04-25T14:12:55-04:00,1,false,false,true,1,0,,STORM-238: prevent duplicate LICENSE and NOTICE files in storm-core.jar
STORM-238,7a389d2e64bb4db6bb060149c679367a0fba69a8,2014-04-25T14:56:21-04:00,2,true,false,true,1,0,,Merge branch 'STORM-238'
STORM-238,aeb1bce0c7971c3378a0858bb60e2834133b38be,2014-04-25T14:58:29-04:00,1,false,false,true,1,0,,STORM-238: update changelog
STORM-239,dcd4bf7c33c799fca8ea67ba22f1bee7c6b40f4b,2014-07-11T13:18:30-04:00,1,false,false,true,1,0,,[STORM-239] Allow supervisor to operate in paths with spaces in them
STORM-239,ee78097c0408e98df1951282ce72e7cfdc94cce8,2014-07-30T19:30:53-05:00,2,true,false,true,1,0,,Merge branch 'STORM-239' of https://github.com/apetresc/incubator-storm into STORM-239
STORM-239,b1c5e7eae5b647b13df5b82990eed5f3bbea9d81,2014-07-30T19:31:58-05:00,1,false,false,true,1,0,,Added STORM-239 to Changelog
STORM-244,4c61cd40023ae31cb9045e04360b376736969d3d,2014-06-02T20:56:37Z,1,false,false,true,2,0,,Fix for STORM-244
STORM-244,2ab3bc8e656e7420f235e1f45d37b867c256afa4,2014-06-06T11:44:30-05:00,2,true,false,true,2,0,,Merge branch 'STORM-244' of https://github.com/knusbaum/incubator-storm into STORM-244
STORM-244,dd1d2136034a6b39343795ea6c58c9406c48b597,2014-06-06T11:45:39-05:00,1,false,false,true,1,0,,Add STORM-244 to Changelog.
STORM-248,49688fd5856e81d947255aca9cca4252d8243945,2014-12-19T17:12:57+01:00,1,false,false,true,4,0,,STORM-248 STORM-322 proposal for fix
STORM-248,b2f8eb651d3e8dbd7939aae126d803da6b948663,2014-12-19T17:12:57+01:00,1,false,false,true,4,0,,STORM-248 STORM-322 proposal for fix
STORM-248,14a828cae8d883a8a0d1022d75156079a37a88a8,2015-01-06T13:23:37+01:00,2,true,false,true,0,0,,Merge branch 'STORM-248' of https://github.com/fmazoyer/storm.git into STORM-248
STORM-248,fba310af8cc2796af9314bd26217fe08552ad49c,2015-01-06T16:27:19+01:00,1,false,false,true,1,0,,STORM-248 use os.path.join instead or mere path concatenation
STORM-248,51dcc6b81bd787ca0941aab9d8b382537527cc79,2015-01-07T11:14:37+01:00,1,false,false,true,1,0,,STORM-248 Removed useless STORM_LOGBACK_FILE_PATH from bin/storm python script
STORM-248,dce58c465519bf17d1641c5b807e91545df93f97,2015-01-15T07:22:41-08:00,2,true,false,true,4,0,,Merge branch 'STORM-248' of https://github.com/fmazoyer/storm into STORM-248
STORM-248,589463411046c2ed6694c6d4ed85510b064ab8eb,2015-01-16T08:40:37-08:00,1,false,false,true,1,0,,"Added STORM-322 , STORM-248 to changelog."
STORM-248,49553518d9d4a2265776d253c70e4be0d43cbac7,2015-01-16T08:41:36-08:00,2,true,false,true,5,0,,Merge branch 'STORM-248'
STORM-254,fa3802afd1053b2d0494997387bfb8b579bf9489,2014-05-19T21:29:44Z,2,true,false,true,6,1,storm-core/src/jvm/backtype/storm/Config.java,Merge branch 'delete-topology-optimize-config' of https://github.com/d2r/incubator-storm into STORM-254
STORM-254,f8c9995ac7f1d5fcdd19b3d0f67f0abd111f320e,2014-07-02T23:32:30+08:00,1,false,false,true,1,1,storm-core/src/jvm/backtype/storm/task/TopologyContext.java,"resolve storm-254, fobbiden to register same name metrics in different timeBucket"
STORM-254,8fa0f7881d0c63db70315cd08da75421b1a1d972,2014-07-21T11:17:06-05:00,2,true,false,true,1,1,storm-core/src/jvm/backtype/storm/task/TopologyContext.java,Merge branch 'upstream_master_storm254' of https://github.com/dashengju/incubator-storm into STORM-254
STORM-254,48cc069ae6585716c45d5b903a6b428691062b76,2014-07-21T11:18:11-05:00,1,false,false,true,1,0,,Updated Changelog with STORM-254
STORM-259,d5dee0ef5f8ad403d1eff05f569c8e9b1e44508c,2014-03-20T17:36:18-04:00,1,false,false,true,1,1,storm-core/src/jvm/backtype/storm/messaging/netty/Client.java,STORM-259
STORM-260,28e65a82bfcd60f38c93115974f6a8653756f9b5,2014-03-21T17:17:40-04:00,1,false,false,false,1,1,storm-core/src/jvm/backtype/storm/utils/Time.java,Fix race condition in Time.java
STORM-264,fa3802afd1053b2d0494997387bfb8b579bf9489,2014-05-19T21:29:44Z,2,true,false,false,6,1,storm-core/src/jvm/backtype/storm/Config.java,Merge branch 'delete-topology-optimize-config' of https://github.com/d2r/incubator-storm into STORM-254
STORM-264,1311a1ddfc097324488f93251062a9ea406f3f77,2014-05-19T21:30:11Z,1,false,false,true,1,0,,Added STORM-264 to changelog
STORM-267,b75e433b07b3459d31a67ce8b446333380078e48,2014-05-14T21:30:26-07:00,1,false,false,true,1,0,,STORM-267 - Corrected namespace for LoggingMetricsConsumer
STORM-267,1099f8ada716a06180620e1c182f6c8488d69c75,2014-05-20T13:12:47-04:00,2,true,false,true,1,0,,Merge branch 'STORM-267' of github.com:stphung/incubator-storm
STORM-267,52fe66e9f5c5ce95c3de6121bbb68dcdcd01802f,2014-05-20T13:14:55-04:00,1,false,false,true,1,0,,STORM-267: update changelog
STORM-269,39acc27bfb6062aba2d3c748a26b318c30b89cb4,2014-04-25T16:25:47-04:00,1,false,false,true,1,0,,STORM-269: prevent logviewer from serving files outside the log directory
STORM-269,f6b843d99c874a7139c7339b79cfc6a995f143d2,2014-04-29T13:08-04:00,2,true,false,true,1,0,,Merge branch 'STORM-269'
STORM-273,0d3b833d86687857ec8cbfb1e01041ffc8120798,2014-04-03T14:17:14-07:00,1,false,false,true,1,0,,"STORM-273. Error while running storm topologies on Windows using ""storm jar"""
STORM-273,c02885673920bb60044714d2af08890df550622a,2014-04-08T16:05:20Z,2,true,false,false,1,0,,Merge branch 'master' of https://github.com/sureshms/incubator-storm
STORM-273,38ea0ca63651dcf535c4ac0b5bf4e48246e5236f,2014-04-08T16:08:06Z,1,false,false,true,1,0,,STORM-273 updated change log.
STORM-274,cee992ad57453720f0a28b9ecc0ab3680be6f61f,2014-04-03T14:45:47-07:00,1,false,false,true,1,0,,STORM-274. Add support for command remoteconfvalue in storm.cmd
STORM-274,4042b9dea8c8bb647c5860ecfc257fb3ad22acf3,2014-08-25T12:50:32-05:00,2,true,false,true,1,0,,Merge branch 'STORM-274' of https://github.com/sureshms/incubator-storm into STORM-274
STORM-274,5ddf308a8df765885410bd116017bd3132fea089,2014-08-25T12:51:57-05:00,1,false,false,true,1,0,,Added STORM-274 to Changelog
STORM-279,6e6aeb9a770df6d119e0db3273981f1d12c3aac7,2014-07-20T13:32:52-07:00,1,false,false,true,4,0,,STORM-279. cluster.xml doesn't take in STORM_LOG_DIR values.
STORM-279,49c12f255fda2364d1d4d68dcbdd9f14dd718065,2014-07-29T09:47:59-07:00,2,true,false,true,31,9,external/storm-kafka/src/jvm/storm/kafka/KafkaConfig.java | storm-core/src/jvm/backtype/storm/messaging/netty/Client.java | storm-core/src/jvm/backtype/storm/multilang/JsonSerializer.java | storm-core/src/jvm/backtype/storm/multilang/ShellMsg.java | storm-core/src/jvm/backtype/storm/spout/ISpout.java | storm-core/src/jvm/backtype/storm/spout/ShellSpout.java | storm-core/src/jvm/backtype/storm/task/ShellBolt.java | storm-core/src/jvm/backtype/storm/task/TopologyContext.java | storm-core/src/jvm/backtype/storm/utils/ShellProcess.java,Merge remote-tracking branch 'origin/master' into STORM-279-V2
STORM-279,598acf9710920028ed0c240dc6add02a895f2f48,2014-08-08T15:41:25-04:00,2,true,false,true,4,0,,Merge branch 'STORM-279-V2' of github.com:harshach/incubator-storm
STORM-279,9968b8b03b9b8eeb9e2f9293d58460cb01647fb1,2014-08-08T15:42-04:00,1,false,false,true,1,0,,update changelog for STORM-279
STORM-280,fe579beb7c384abcee9ccff98d91451025de7d6f,2014-04-10T09:20:35-07:00,1,false,false,true,1,0,,STORM-280. storm unit tests are failing on windows.
STORM-280,f930b0beb6ff66fae00c2067012b366ec8f0eb7e,2014-05-14T15:23:16Z,2,true,false,true,1,0,,Merge branch 'windows-build-issues' of https://github.com/harshach/incubator-storm into STORM-280
STORM-280,0f2d2ef10b65260cc81c103cd1492dadeec86028,2014-05-14T15:23:54Z,1,false,false,true,1,0,,Added STORM-280 to changelog.
STORM-281,1be3d0f65e4fcb604b14c11a3261aa0cf109ef71,2014-04-11T11:20:44-04:00,1,false,false,true,1,0,,STORM-281: update changelog
STORM-285,6cc9bfe1c16f668cf8d89ff249136420965e6a51,2014-04-18T18:01:04Z,1,false,false,true,1,0,,Added STORM-285 to Changelog.
STORM-294,f60805a49bdf4b394e6d78ab05bb44a226625beb,2014-04-25T15:40:04Z,2,true,false,false,2,1,storm-core/src/jvm/backtype/storm/utils/Utils.java,Merge branch 'comma-fix' of https://github.com/revans2/incubator-storm
STORM-294,a14adf36d4c6a24d6f666c087e4612562e1eb672,2014-04-25T15:40:39Z,1,false,false,true,1,0,,Updated Changelog for STORM-294
STORM-295,2d7f9774160a0520087cdf2cfef968debc5eb168,2014-04-24T14:33:34-07:00,1,false,false,true,3,0,,STORM-295. Add storm configuration to define JAVA_HOME
STORM-295,8e0a97652a9eb68b558accf2a205a1cc8a899fbc,2014-04-29T10:48:35-07:00,2,true,false,true,2,0,,Merge pull request #1 from ptgoetz/STORM-295
STORM-295,d1159e34c1292f7861bd96cdee508d986a50d276,2014-05-19T17:01:55-05:00,2,true,false,true,5,0,,Merge branch 'STORM-295' of https://github.com/sureshms/incubator-storm into STORM-295
STORM-295,73dc6245ff0bd53b737df663926d7bd1a93a55c9,2014-05-19T17:02:40-05:00,1,false,false,true,1,0,,Added STORM-295 to changelog
STORM-296,c7a7127fcfe6aaefd0dab928334095368cdfadbe,2014-04-24T19:59:20-07:00,1,false,false,true,1,0,,STORM-296. Storm kafka unit tests are failing on windows.
STORM-296,920955ba756509aea049be46772d09956354da31,2014-04-25T12:34:51-04:00,1,false,false,true,1,0,,STORM-296: update changelog
STORM-296,45b28482628a37d826a7c6a834d83bcc156a4a87,2014-04-26T18:56:19+01:00,1,false,false,true,3,0,,STORM-296: fixed platform dependent tests
STORM-296,5b4bb313510b1986afbe3e9522011f6f8376ca2c,2014-05-06T15:52:37Z,2,true,false,true,3,0,,Merge branch 'STORM-296' of https://github.com/wurstmeister/incubator-storm
STORM-297,be8f8327b3c2d36e89420d62fb8ca530ba726cf3,2014-05-07T11:17:53+08:00,1,false,false,true,2,2,storm-core/src/jvm/backtype/storm/messaging/netty/NettyRenameThreadFactory.java | storm-core/src/jvm/backtype/storm/utils/TransferDrainer.java,"STORM-297, add thread factory and TransferDrainer"
STORM-297,c5e7a0d0f137cc5f0ccf6116541c16d4a7727598,2014-05-08T10:32:46+08:00,1,false,false,true,5,4,storm-core/src/jvm/backtype/storm/messaging/netty/Client.java | storm-core/src/jvm/backtype/storm/messaging/netty/MessageDecoder.java | storm-core/src/jvm/backtype/storm/messaging/netty/Server.java | storm-core/src/jvm/backtype/storm/utils/Utils.java,"STORM-297, add more comments"
STORM-297,deb55ec918126400ed94ee49f88c32b9ffda7b5d,2014-05-20T10:33:15+08:00,1,false,false,true,1,1,storm-core/src/jvm/backtype/storm/messaging/netty/Server.java,"STORM-297, fix the indention"
STORM-297,138a7a7f0bc4aceb829915106673b969552cee85,2014-05-20T10:34:36+08:00,1,false,false,true,1,1,storm-core/src/jvm/backtype/storm/messaging/netty/Server.java,"STORM-297, use config name instead of literal constants"
STORM-297,c5c3571ca15ee2dd675fb3cac44bd0f926ccfc67,2014-05-20T10:56:26+08:00,1,false,false,true,5,3,storm-core/src/jvm/backtype/storm/messaging/IConnection.java | storm-core/src/jvm/backtype/storm/messaging/netty/Client.java | storm-core/src/jvm/backtype/storm/messaging/netty/Server.java,"STORM-297: Use recv(int flags, int clientId) to replace recv(int flags) in IConnection interface"
STORM-297,7b88cf352e2ab4d9df0c068432140b13821ba057,2014-05-20T11:15:05+08:00,1,false,false,true,1,1,storm-core/src/jvm/backtype/storm/messaging/netty/StormServerHandler.java,STORM-297: log server error
STORM-297,19e72e852cb25caa1ee18b6c5ae1ae627e337bf1,2014-05-20T11:24:42+08:00,1,false,false,true,2,2,storm-core/src/jvm/backtype/storm/Config.java | storm-core/src/jvm/backtype/storm/messaging/netty/Client.java,STORM-297: remove config storm.messaging.netty.blocking as we want async to be the default
STORM-297,6b9da0804e59935bbe280570bead20954e779c40,2014-05-20T11:32:20+08:00,1,false,false,true,1,0,,"STORM-297: remove param thread-name when we know we are consuming from a disruptor queue, just use queue name as thread name will suffice"
